  1.0000000e+000	  1.0000000e+000	  3.4307560e+000	  8.8920610e+000	  5.9608170e-001	  5.0000000e+000	  8.1004983e+000	  8.0000000e+000	  6.0000000e+000	  1.9229000e+004	  7.2740000e+003	  6.1721000e+004	  3.0900000e+004	  3.2259000e+004	
  1.0000000e+000	  5.0000000e+000	  3.1986730e+000	  8.8894460e+000	  4.8864920e-001	  1.1000000e+001	  8.2119123e+000	  1.5000000e+001	  1.5000000e+001	  1.2097000e+004	  7.2550000e+003	  5.4705000e+004	  2.4500000e+004	  2.4756000e+004	
  1.0000000e+000	  7.0000000e+000	  2.7343680e+000	  8.7598260e+000	  3.4128350e-001	  8.0000000e+000	  7.8103223e+000	  8.0000000e+000	  8.0000000e+000	  5.3660000e+003	  6.3730000e+003	  2.3013000e+004	  1.5400000e+004	  1.5723000e+004	
  1.0000000e+000	  9.0000000e+000	  3.5496170e+000	  8.6079470e+000	  1.3231300e-001	  6.0000000e+000	  7.8027093e+000	  8.0000000e+000	  8.0000000e+000	  4.8240000e+003	  5.4750000e+003	  5.1609000e+004	  3.4800000e+004	  3.6459000e+004	
  1.0000000e+000	  1.1000000e+001	  2.3978950e+000	  8.8672870e+000	  4.1817670e-001	  6.0000000e+000	  8.0139393e+000	  6.0000000e+000	  6.0000000e+000	  4.4310000e+003	  7.0960000e+003	  2.0150000e+004	  1.1000000e+004	  1.0596000e+004	
  1.0000000e+000	  1.3000000e+001	  3.0397490e+000	  8.8028230e+000	  3.6010150e-001	  9.0000000e+000	  8.3024703e+000	  9.0000000e+000	  9.0000000e+000	  7.8070000e+003	  6.6530000e+003	  5.1090000e+004	  2.0900000e+004	  2.1680000e+004	
  1.0000000e+000	  1.7000000e+001	  3.6558400e+000	  8.8424600e+000	  5.1185220e-001	  9.0000000e+000	  8.0636433e+000	  9.0000000e+000	  9.0000000e+000	  2.0060000e+004	  6.9220000e+003	  7.4504000e+004	  3.8700000e+004	  3.9191000e+004	
  1.0000000e+000	  1.9000000e+001	  2.9231620e+000	  8.7599820e+000	  0.0000000e+000	  7.0000000e+000	  8.1094893e+000	  8.0000000e+000	  8.0000000e+000	  0.0000000e+000	  6.3740000e+003	  3.7488000e+004	  1.8600000e+004	  1.8760000e+004	
  1.0000000e+000	  2.1000000e+001	  3.3978580e+000	  8.8034240e+000	  1.9051350e-001	  7.0000000e+000	  8.0682453e+000	  1.0000000e+001	  1.0000000e+001	  5.8320000e+003	  6.6570000e+003	  5.7828000e+004	  2.9900000e+004	  3.0612000e+004	
  1.0000000e+000	  2.3000000e+001	  2.8273140e+000	  8.7964910e+000	  0.0000000e+000	  1.1000000e+001	  7.8866643e+000	  1.4000000e+001	  1.4000000e+001	  0.0000000e+000	  6.6110000e+003	  2.7258000e+004	  1.6900000e+004	  1.6839000e+004	
  1.0000000e+000	  2.5000000e+001	  3.3463890e+000	  8.8301040e+000	  3.7759010e-001	  1.1000000e+001	  8.4118613e+000	  1.6000000e+001	  1.6000000e+001	  1.0460000e+004	  6.8370000e+003	  7.7449000e+004	  2.8400000e+004	  2.7702000e+004	
  1.0000000e+000	  2.7000000e+001	  2.6173960e+000	  8.8349190e+000	  0.0000000e+000	  7.0000000e+000	  7.9392593e+000	  9.0000000e+000	  7.0000000e+000	  0.0000000e+000	  6.8700000e+003	  2.3290000e+004	  1.3700000e+004	  1.3703000e+004	
