  2.3659901e-002	  4.6684178e-002	  2.7866439e-002	  3.2226105e-002	  3.3772906e-002	  3.7578899e-002	  2.5910843e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  3.9382538e-002	  2.1023734e-002	  3.0337654e-002	  3.9129629e-002	  2.4852307e-002	  3.0716298e-002	  3.1536940e-002	  2.0567966e-002	  2.1533727e-002	  2.6503048e-002	  2.8057627e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.3659901e-002	  3.8571450e-002	  2.1657984e-002	  2.0465296e-002	  2.9918450e-002	  3.7592885e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  4.2860475e-002	  2.0915974e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  3.9382538e-002	  2.3112173e-002	  2.1210878e-002	  2.3631629e-002	  2.0283784e-002	  5.0919684e-002	  4.1283269e-002	  2.9609392e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.1074211e-002	  3.4569618e-002	  2.6752149e-002	  4.5759790e-002	  2.1205764e-002	  3.5528311e-002	  2.4033513e-002	  2.2793512e-002	  2.4784981e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.7317389e-002	  2.0267762e-002	  2.0538502e-002	  2.4570320e-002	  3.8070313e-002	  2.2196476e-002	  4.1695562e-002	  3.2683738e-002	  3.2698990e-002	  2.3896936e-002	  4.4407982e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.7727173e-002	  4.5765074e-002	  2.1461196e-002	  2.2731367e-002	  4.0107194e-002	  2.1490797e-002	  2.1132410e-002	  2.8078577e-002	  2.1653027e-002	  3.6318757e-002	  2.4067138e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  4.6684178e-002	  3.8571450e-002	  3.5035128e-002	  2.3637408e-002	  2.6456568e-002	  2.0937699e-002	  2.7498370e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.8689296e-002	  3.1391539e-002	  2.5281889e-002	  2.3150576e-002	  4.0070425e-002	  2.7191000e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.8689296e-002	  2.5259559e-002	  3.3863716e-002	  3.4733630e-002	  2.6450326e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.7317389e-002	  2.9306963e-002	  3.1395442e-002	  2.0407160e-002	  4.2773746e-002	  2.4678239e-002	  3.5156767e-002	  2.3639003e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.7727173e-002	  2.9306963e-002	  3.7701916e-002	  2.1651953e-002	  5.1046374e-002	  2.9351248e-002	  2.4213186e-002	  3.3577774e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.1023734e-002	  2.1074211e-002	  3.3974176e-002	  3.3759931e-002	  4.4841675e-002	  4.3196652e-002	  2.2272160e-002	  3.5655575e-002	  2.5982387e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  5.2739561e-002	  3.2713510e-002	  2.1336581e-002	  2.5028641e-002	  2.2115612e-002	  2.1819931e-002	  2.2874127e-002	  2.4044487e-002	  3.9211429e-002	  2.4782783e-002	  2.3577413e-002	  2.7351894e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  3.4569618e-002	  2.9206571e-002	  2.2075308e-002	  4.4430736e-002	  4.3124350e-002	  2.3183193e-002	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
