  7.7740519e+005	 -2.2119082e+005	 -9.0634293e+004	  1.6495997e+003	 -5.8282588e+001	  2.5798609e+004	 -7.6652101e+005	  2.0540498e+005	  8.8502475e+004	 -1.8086367e+003	  1.0599199e+002	  9.8369054e+001	 -2.3686344e+004	  9.1233865e+005	 -2.5801806e+005	 -1.0615519e+005	  3.0049233e+004	  3.8189775e+002	 -5.9484323e+003	  1.0045366e+003	  7.6503644e+002	  1.7543258e+002	  1.0443745e+002	 -1.3727895e+002	 -6.3881146e+003	  7.5542239e+002	  4.4550305e+002	  6.5276082e+003	 -7.3350456e+002	 -4.8393896e+002	 -2.2248073e+003	  7.4160004e+001	  1.1954625e+001	 -6.9874716e+002	 -1.8057238e+002	  8.4808359e+003	 -2.7728598e+003	  3.7205606e+001	  1.8829167e+001	 -1.1276733e+001	  1.5852444e-001	 -1.0201666e+001	  2.9452636e+002	 -9.1809877e+001	  1.9721614e+000	 -1.2760336e+001	  3.5911091e+001	  1.8617234e-001	
 -2.2119082e+005	  6.8003449e+004	  2.6029336e+004	 -3.7584473e+002	  3.3997064e+001	 -8.0173916e+003	  2.0154461e+005	 -5.5458733e+004	 -2.3425714e+004	  2.8579112e+002	 -2.3299655e+001	 -7.6985260e+001	  6.4481207e+003	 -2.5174343e+005	  7.4122886e+004	  2.9562228e+004	 -8.7270354e+003	 -4.8066580e+001	  1.5274123e+002	  3.2376420e+002	 -2.5440058e+001	 -5.0419885e+001	 -2.8294463e+001	 -3.6771405e+001	 -8.3930108e+002	 -6.0869685e+001	  1.2401458e+002	 -9.9805968e+002	  7.8834655e+001	  9.0227319e+001	  5.8399151e+001	 -1.1335069e+000	 -4.3757346e+000	  1.4047927e+003	 -3.5644399e+002	 -2.0736744e+003	  7.0804652e+002	 -9.7677659e+000	 -5.5502948e+000	  3.1641647e+000	  8.0089657e-001	  3.0493983e+000	 -7.1433411e+001	  1.8795990e+001	  1.5950881e-001	  9.8741080e+000	 -2.0809253e+001	  6.0539856e-001	
 -9.0634293e+004	  2.6029336e+004	  1.0627170e+004	 -2.3527427e+002	 -2.7144000e+000	 -3.0538592e+003	  8.8866208e+004	 -2.3893079e+004	 -1.0302097e+004	  2.2649102e+002	 -1.0412163e+001	 -1.5725736e+001	  2.7671363e+003	 -1.0687996e+005	  3.0413637e+004	  1.2491555e+004	 -3.5591128e+003	 -5.0439504e+001	  5.6791381e+002	 -7.2479798e+001	 -7.2835306e+001	 -1.6681393e+001	 -1.2152420e+001	  1.0144785e+001	  5.0491693e+002	 -5.7826501e+001	 -3.6068410e+001	 -6.0107016e+002	  6.2075566e+001	  4.7323532e+001	  1.5548926e+002	 -5.0462414e+000	 -2.2311649e+000	  4.5333083e+001	  3.4775120e+001	 -9.3597041e+002	  3.0855832e+002	 -3.5414712e+000	 -2.3443421e+000	  1.2930668e+000	 -7.5011562e-002	  1.1917776e+000	 -3.6147347e+001	  1.0671568e+001	 -4.4925525e-002	  1.6062295e+000	 -4.3981945e+000	 -2.4547594e-001	
  1.6495997e+003	 -3.7584473e+002	 -2.3527427e+002	  8.4668570e+002	  7.2079000e+000	  3.8171669e+001	 -2.1446937e+003	  6.1637019e+002	  2.9072385e+002	 -5.0405802e+002	 -6.8222191e+000	  6.3134812e+000	 -7.1083937e+001	  1.5099976e+003	 -3.1074630e+002	 -1.7773897e+002	  2.0843049e+001	  2.1020372e+002	 -9.3604696e+001	  4.4549822e+001	  1.2972245e+001	 -6.3870643e+000	  6.0399505e+000	 -6.2928386e+000	  1.2473073e+002	 -1.0735716e+001	 -5.9403399e+000	 -2.0642701e+002	  1.7186816e+001	  1.4244982e+001	  8.8680639e+001	 -1.9389656e+000	  3.9351551e+000	 -3.0451648e+002	  1.2354819e+002	 -1.9104268e+002	  7.4894169e+001	 -2.8740433e+000	  3.3375166e-001	  3.2084515e-001	 -9.9765026e-001	 -4.7625737e-001	  1.0229164e+001	 -2.5362463e+000	 -5.9220078e-001	  3.2426559e+000	  2.4575744e-001	  4.8678113e-001	
 -5.8282587e+001	  3.3997064e+001	 -2.7144001e+000	  7.2079000e+000	  5.7049970e+001	 -2.9675079e+000	 -1.0745777e+002	  7.0962450e+001	  1.4142657e+001	 -1.9796759e+001	 -8.0649952e-001	 -9.0072697e+000	 -8.1120482e+000	  2.5325444e+001	 -1.2597420e+001	 -2.2713435e+000	  5.8075553e-001	  7.2919382e+000	 -4.3095073e+001	  1.9005991e+001	  5.2366613e+000	 -5.7623348e-001	  1.1096738e+000	 -2.3431628e+000	  3.7356399e+000	 -8.1013561e-001	  4.5996116e-001	 -1.4665606e+001	  3.6305744e-001	  1.5339360e+000	  6.0419422e+000	 -1.5714565e-001	 -2.0870502e-001	  3.3898249e+001	 -1.9982533e+001	  1.1109181e+001	  7.1797675e-002	  2.3457457e-001	  8.8548612e-002	 -6.0301197e-002	 -1.7784153e-001	 -1.2251338e-001	  9.1917578e-001	  1.4823944e-001	 -1.1273158e-001	  4.3899542e-002	  6.6140300e-001	  1.1019265e-001	
  2.5798609e+004	 -8.0173916e+003	 -3.0538592e+003	  3.8171669e+001	 -2.9675079e+000	  9.5109233e+002	 -2.3273737e+004	  6.4242939e+003	  2.7170073e+003	 -2.6125796e+001	  2.4135005e+000	  1.0394756e+001	 -7.5074452e+002	  2.9503655e+004	 -8.7516322e+003	 -3.4821378e+003	  1.0362487e+003	  2.6997951e+000	  2.9151177e+001	 -5.5678716e+001	 -3.1302759e+000	  4.8164007e+000	  3.1281014e+000	  6.6334183e+000	  1.7039160e+002	 -2.0462002e+000	 -1.9475200e+001	  7.7216089e+001	 -2.5337573e+000	 -8.5455028e+000	  2.2343223e+001	 -9.3431655e-001	  6.7156248e-001	 -1.4765796e+002	  3.4747650e+001	  2.3093882e+002	 -8.0287012e+001	  9.5383469e-001	  6.8629842e-001	 -3.7008452e-001	 -2.9924886e-002	 -3.4143204e-001	  8.6344496e+000	 -2.1205113e+000	 -6.4679718e-002	 -1.2791356e+000	  2.4796254e+000	 -3.1620853e-002	
 -7.6652101e+005	  2.0154461e+005	  8.8866208e+004	 -2.1446937e+003	 -1.0745777e+002	 -2.3273737e+004	  1.1774906e+006	 -3.1839262e+005	 -1.3483620e+005	  2.8720841e+003	 -2.9240651e+002	  1.4462952e+001	  3.6430709e+004	 -1.2501883e+006	  3.4343568e+005	  1.4371856e+005	 -3.9435180e+004	 -5.7914531e+002	  8.2434260e+003	 -2.2780804e+003	 -1.0359162e+003	 -4.1714592e+001	 -9.1433230e+001	  2.8733569e+002	  1.2735090e+004	 -1.0307830e+003	 -1.0981851e+003	 -9.1504789e+003	  1.1689369e+003	  6.2091852e+002	  3.9797183e+003	 -1.3614896e+002	 -2.3387014e+001	 -5.3877552e+003	  1.8861196e+003	 -1.2107462e+004	  3.8022813e+003	  5.2162800e+000	 -1.7623771e+001	  7.0413812e+000	 -1.4863025e+001	  6.5682716e+000	 -4.0646693e+002	  1.3478622e+002	 -6.9395485e+000	  7.7707720e+001	  6.7747621e+000	 -1.1939322e+001	
  2.0540498e+005	 -5.5458733e+004	 -2.3893079e+004	  6.1637019e+002	  7.0962450e+001	  6.4242939e+003	 -3.1839262e+005	  8.9928309e+004	  3.6682368e+004	 -7.9260692e+002	  2.8884773e+001	 -5.1458968e-001	 -1.0351607e+004	  3.3192597e+005	 -9.3327056e+004	 -3.8336299e+004	  1.0763827e+004	  1.8813837e+002	 -2.9772056e+003	  1.0617334e+003	  3.6796149e+002	  1.8283987e+001	  1.8067811e+001	 -1.3088776e+002	 -2.7875604e+003	  2.1903603e+002	  2.4811704e+002	  5.6301010e+002	 -2.1474104e+002	  1.2751699e+001	 -5.9885256e+002	  2.2610583e+001	  3.4543736e+000	  1.4068330e+003	 -4.8283909e+002	  3.2558455e+003	 -1.0362646e+003	 -1.2720649e+001	  5.1567874e+000	 -7.4801418e-001	  3.0597303e+000	 -1.3672066e+000	  1.0465581e+002	 -3.4606361e+001	  2.4134040e+000	 -2.6029981e+001	  4.5536069e+000	  3.9712953e+000	
  8.8502475e+004	 -2.3425714e+004	 -1.0302097e+004	  2.9072385e+002	  1.4142657e+001	  2.7170073e+003	 -1.3483620e+005	  3.6682368e+004	  1.5536130e+004	 -3.8399454e+002	  1.2425551e+001	  3.8699383e+000	 -4.2195318e+003	  1.4332883e+005	 -3.9581983e+004	 -1.6559113e+004	  4.5672350e+003	  9.2963461e+001	 -9.2526406e+002	  2.5774365e+002	  1.1646665e+002	  6.6970001e+000	  1.0406908e+001	 -3.2607154e+001	 -1.2808319e+003	  9.7336644e+001	  1.1365950e+002	  7.8694699e+002	 -9.7877802e+001	 -5.5834431e+001	 -3.2024049e+002	  1.1310815e+001	  1.3921136e+000	  5.9876703e+002	 -2.1260537e+002	  1.3118935e+003	 -4.1222022e+002	 -1.2754892e+000	  1.9018623e+000	 -6.8080560e-001	  1.6048643e+000	 -7.3179560e-001	  4.5460014e+001	 -1.4567705e+001	  6.8271515e-001	 -9.8458733e+000	 -3.3440625e-001	  1.2054265e+000	
 -1.8086368e+003	  2.8579112e+002	  2.2649102e+002	 -5.0405802e+002	 -1.9796759e+001	 -2.6125796e+001	  2.8720841e+003	 -7.9260692e+002	 -3.8399454e+002	  8.7689786e+002	 -2.1434584e+000	  1.6247920e-001	  8.8167046e+001	 -1.9240561e+003	  4.4043391e+002	  2.1854646e+002	 -2.8350455e+001	 -2.8990353e+002	 -2.7335752e+001	  3.6760952e+000	  2.5489995e+000	 -7.4123797e+000	 -3.0656414e+000	  1.1470860e-001	 -1.4331484e+001	  2.0275476e+000	 -1.8766718e+000	  1.6312608e+002	 -1.8486288e+001	 -7.7912266e+000	 -8.1922720e+001	  1.3042639e+000	  6.2387030e+000	 -6.8904045e+001	  3.4249169e+001	  2.9129602e+001	 -5.8621546e+000	  1.9401699e+000	 -2.3506267e-001	 -2.1886356e-001	  2.2761452e-001	  3.2121973e-001	 -4.3328005e+000	  2.0154055e+000	 -1.5905175e-001	  2.4945759e+000	 -2.6997396e+000	  1.2420298e+000	
  1.0599199e+002	 -2.3299655e+001	 -1.0412163e+001	 -6.8222191e+000	 -8.0649952e-001	  2.4135005e+000	 -2.9240651e+002	  2.8884773e+001	  1.2425551e+001	 -2.1434584e+000	  2.8816796e+001	 -6.8067307e+000	 -3.5623379e+000	  5.8252176e+002	 -1.4880601e+002	 -6.0926309e+001	  1.5948864e+001	 -7.5937836e+000	 -1.0436326e+001	 -8.0485655e-001	  1.2511780e+000	 -2.0105770e+000	 -3.6868532e-001	  1.5871292e-001	 -1.1969628e+001	  6.1227653e-001	  9.3234729e-001	  1.2950695e+001	 -9.4163030e-001	 -1.0220102e+000	 -4.5869332e+000	  4.7238117e-002	  9.6751416e-001	 -4.1355931e+001	  1.3746625e+001	  2.2268788e+000	  9.4062365e-001	  6.6246618e-001	  6.7680351e-002	 -1.1327318e-001	  1.5087386e-001	 -2.4624979e-002	  1.4505619e+000	 -5.0801239e-001	  8.3797435e-003	  3.1927526e-001	  1.6223986e-001	 -2.6208476e-001	
  9.8369053e+001	 -7.6985260e+001	 -1.5725736e+001	  6.3134812e+000	 -9.0072697e+000	  1.0394756e+001	  1.4462952e+001	 -5.1458974e-001	  3.8699382e+000	  1.6247920e-001	 -6.8067307e+000	  4.3852721e+001	 -8.2944539e-002	 -4.4906009e+001	 -3.5385792e+001	 -9.0142007e-001	  5.9186626e+000	  1.2946039e+000	 -1.7267792e+001	  9.4473969e+000	  1.9443169e+000	  1.9177010e+000	  1.8095535e+000	 -1.1547449e+000	  1.5984185e+001	 -1.7770400e+000	 -1.0385076e+000	 -3.9065181e+001	  3.2197827e+000	  3.0350277e+000	  6.3180304e+000	 -1.7733814e-001	 -7.5848813e-002	 -1.6550933e+001	 -1.3774597e-001	  6.1563178e+001	 -3.1247001e+001	 -1.6017416e-001	 -2.5651496e-002	  5.5633663e-002	 -8.0982232e-002	 -2.0026490e-001	 -1.2379545e+000	 -1.7385059e-001	  2.2814713e-001	  2.7947044e-002	  2.7628766e-001	 -1.4469075e-001	
 -2.3686344e+004	  6.4481207e+003	  2.7671363e+003	 -7.1083937e+001	 -8.1120482e+000	 -7.5074452e+002	  3.6430709e+004	 -1.0351607e+004	 -4.2195318e+003	  8.8167046e+001	 -3.5623379e+000	 -8.2944546e-002	  1.1983977e+003	 -3.8105034e+004	  1.0778845e+004	  4.4239230e+003	 -1.2500444e+003	 -2.1332172e+001	  3.4047931e+002	 -1.2176730e+002	 -4.2083913e+001	 -1.9180315e+000	 -1.8681333e+000	  1.5002826e+001	  2.6828651e+002	 -1.8942957e+001	 -2.4862200e+001	  8.0757286e+000	  1.4577685e+001	 -5.8869228e+000	  3.1907832e+001	 -1.3596874e+000	 -3.7060918e-001	 -1.4562501e+002	  5.0661593e+001	 -3.5186015e+002	  1.1140913e+002	  1.5071875e+000	 -5.6551821e-001	  7.4214049e-002	 -3.6435335e-001	  1.4894337e-001	 -1.1872945e+001	  3.7639539e+000	 -2.3913190e-001	  3.0852472e+000	 -5.9491287e-001	 -3.6975848e-001	
